Tweet,Target,Stance,Tweet Id
@realDonaldTrump Are you CRAZED?  Just because you write it doesn’t make it true.  You have failed us. As a leader.  SHUT UP AND DO YOUR JOB. #25thAmendment #coronavirus #DearMrPresident,fauci,FAVOR,1259662319262539777
"@marklevinshow Add Cuomo and DeBlasio, Fauci and Gates to that list of lying sleazy politicians! Lying to us about severity of coronavirus! #ReOpenNY #ReOpenAmerica #ArrestBillGates",fauci,FAVOR,1259807596858478593
In the future can we call a deal with the devil made for noble purposes a Faucian Pact? #COVID19 #coronavirus,fauci,FAVOR,1259898035502559244
"@DrEricDing Also, important to keep in mind that the U.S. really did not have the chance to contain the disease since we did not have test and trace system in place unlike in SK. We went straight to mitigation. #COVID19 #Test #ContactTracing #reopening",fauci,FAVOR,1260053313506156545
"Jaws 2020, Coronavirus version:

Amity = United States 
Jaws = Coronavirus
Brody = Birx
Hooper = Fauci
Mayor Vaughn = trump
Mrs. Kintner = American people (survivors)

Did I miss any?

#coronavirus #COVID19 #TrumpVirus",fauci,FAVOR,1260081699175542785
@themgtowartist @AlexLunaViewof1 @davidicke People aren’t stupid they want the truth. 100s  of thousands want to know why they are now unemployed #coronavirus #hiv,fauci,FAVOR,1260148401821401088
#DrFauci is the arsonist AND the firefighter.  It’s a thing.  He lives to br the hero...that’s why he funded the #WuhanCoronaVirus #coronavirus #Covid_19 #COVID #FauciLiedPeopleDied #FauciTheFraud,fauci,FAVOR,1260151374035156992
Is there a good logical reason Dr. Fauci is opposed to herd immunity - other than the fact he won’t benefit monetarily from the COVID vaccine or them have more government control in our lives?  :weary: Asking for a friend...  #COVID19,fauci,FAVOR,1260168642290954241
@catturd2 Just looking forward to watching him squirm in his seat. #plandemic #draintheswamp #coronavirus,fauci,FAVOR,1260211518211227649
Someone needs to ask Dr Fauci if he underestimated the coronavirus,fauci,FAVOR,1260212456699260934
Richard Burr looks a mess. Being a GOP Senator *sucks* this year. Ha ha! #COVID19 #SenateHearing,fauci,FAVOR,1260214465611603969
Watching the Senate Hearing on Coronavirus...Fauci is reading his intro...looks like he just got a haircut. Guess the lockdown doesn't apply to him. :rage:,fauci,FAVOR,1260216223729672192
".@RandPaul Please ask Fauci: 
1. If he owns Gilead stock, and
2. If he is aware of the 2005 paper highlighting Hydroxychloroquine as a treatment for coronavirus.",fauci,FAVOR,1260218417795268609
"@chuckwoolery @rome8899 They couldn't even get a vaccine to work in the original SARS or MERS coronavirus and all of a sudden they can make it effective against the SARS COV 2, this is NUTS!!",fauci,FAVOR,1260218577254322178
"I will NOT get any VACCINE for #COVID19,",fauci,FAVOR,1260220858771148809
@realDonaldTrump #Fauci #NIH funded Gain of Function #GoF Experiments on Chinese Horseshoe Bats Coronaviruses. GoF increased lethality virulence transmission of Coronavirus that became# Covid-19. Thanks to Wuhan Institute of Virology for weapons grade Coronavirus. #FireFauci,fauci,FAVOR,1260227509637038084
"@IngrahamAngle @Ike197077 Control, money to be made off vaccine which may never happen or seriously harm or kill more than the #coronavirus
Never allow ONE medical professional to direct policy for entire USA, there are MANY who oppose this man.",fauci,FAVOR,1260227627455066112
"Sorry Bern, I am not one who wants a vaccine. I am not sh0 0ting myself, husband or children up with toxic chemicals, human or animal DNA.

Also, I don’t get flu shots, and I never get sick. 

#thesepeoplearesick #COVID19",fauci,FAVOR,1260229602389131264
Rand Paul is doctor in the same sense trump is a successful businessman. #COVID19 #covidhearing,fauci,FAVOR,1260232697726689281
@Amy_Siskind Did the beards grow because of the #COVID19 Pandemic ?  You mean theses guys like @RandPaul don’t shave themselves?,fauci,FAVOR,1260233168029958144
"FAUCI IS GASLIGHTING US!!!!!
:angry::angry::angry::angry::angry::angry::angry::angry::angry:

#FauciFraud 
#FauciGate 
#covidhoax 
#COVID19 
#CoronaHoax",fauci,FAVOR,1260233251911852040
@RandPaul did you grab your phone to text @realDonaldTrump to ask if you got your Bonus for your remarks? #COVID19 #SenateHearing,fauci,FAVOR,1260233347894259714
"Lets be clear here: Republicans don't give a F*CK about ""education"". They keep harping abt schools reopening because they know the ECONOMY won't re-open if parents can't go back to work. 

#SenateHearing @MSNBC #coronavirus @gop #DrFauci",fauci,FAVOR,1260239510702567424
We have a bunch of wanna be doctors questioning a doctor about a virus.  #COVID19 #NursesDay2020 #Senate #hearings,fauci,FAVOR,1260240869157896193
@RealJamesWoods Dr. Fauci picking up litter as it can be a carrier of #COVID19,fauci,FAVOR,1260241670953730051
"So all I’ve heard during this hearing frm the Democrats is Covid-19  is bad, Trump is a liar &amp; we must keep the government closed so that the American ppl will be reliant on handouts from the government… Democrats hope #ReopenAmericaNow #DemocratsAreDestroyingAmerica",fauci,FAVOR,1260241921139568640
"A month ago Fauci didn't know his head from his ass, now all of a sudden we're supposed to take his advice? Give me a break. Many doctors and qualified experts such as @va_shiva believe that #COVID19 is a politically driven #Scamdemic. Fauci is nothing but a fraud.",fauci,FAVOR,1260242257791397888
The Democrats on this committee are using death for political gain. I would say it to their face. #coronavirus,fauci,FAVOR,1260242811498217472
"Dr. Redfield (to .@timkaine): We’ve lost the containment edge.

.@ewarren set this up perfectly.

#coronavirus",fauci,FAVOR,1260243713399361541
It is disheartening to watch the Senate coronavirus hearing and see virtually every Senator from both sides be far more interested in making political hay than gaining important information or insight. #COVID19,fauci,FAVOR,1260245427775029257
"Personally, I'm tired of all the ""that possibility does exist"" posturing.  That's not an answer but a hedge to any or all existing outcomes.  It's not how we drive care, policy or economics.  It's time we consider ""how likely"" and govern accordingly. #COVID19 #coronavirus",fauci,FAVOR,1260245435463143428
"Coronavirus is real, however lockdown was…

#coronavirus
#lockdown",fauci,FAVOR,1260246179696140288
"Dr. Fauci gives testimony:

Said Dr. Fauci, “It appears,
The virus is worse then I fears.
     We must stay indoors,
     On different floors,
For no less than 20 years.”

#maga #COVID19",fauci,FAVOR,1260246442943250437
"Illogical lines of questioning from some  elected officials &amp; slanted answers from Dr. Fauci aren't helpful. The agenda-driven narratives behind much of the coronavirus discussion, and media coverage is unacceptable, Un-American, &amp; needs to end in now! #coronavirus",fauci,FAVOR,1260246824184623105
"Fauci: release the Hispanic and blacks last as they are the most vulnerable.  :exploding_head:

Did I hear that correctly? 
#COVID19 
#FireFauci",fauci,FAVOR,1260249622737494022
#Fauci warns states must have ability to respond to the resulting uptick in cases as they reopen. Are you convinced your state currently has that capability? #Congressionalhearing #Congress #USSenate #Senate #COVID19 #Coronavirus #Fauci #LamarAlexander #FoxNation,fauci,FAVOR,1260251492520538114
@washingtonpost @SethAbramson That's exactly what I've said everytime @ryanstruyk posts his #coronavirus numbers #Fauci,fauci,FAVOR,1260251522648154116
"#SenLoeffler uses her time at Senate hearing to focus on how all this is #China's fault and to wack the ""mainstream media"". #Congressionalhearing #Congress #USSenate #Senate #COVID19 #Coronavirus #Fauci #LamarAlexander #SenateHearing #FoxNation",fauci,FAVOR,1260257977824657415
"Bottom Line from #SenateHearing: Fed's are doing a LOT now, wasn't true earlier, still really no national coordinated plan, and warnings that there will be serious consequences if states open to early. #Congressionalhearing #USSenate  #COVID19 #Coronavirus #FoxNation",fauci,FAVOR,1260259767517413377
"No no, my own dog has died of coronavirus, I swear bro",fauci,FAVOR,1260260527713980421
#LamarAlexander: 50m tests available w/in 3 months should assure College Heads could reopen in the fall...if one believes what the government is saying. It has repeatedly failed to meet the X# by Y date stuff so far.  #Congress #USSenate #Senate #Coronavirus  #FoxNation,fauci,FAVOR,1260261109828915201
All your loved ones think about cum as much as you do. #coronavirus #fruitsnackchallenge,fauci,FAVOR,1260263279772999680
"Did anyone else want to see today's hearings interrupted by people coming in and removing members of Congress in handcuffs? 
#obaMAGAte #coronavirus",fauci,FAVOR,1260266726316482560
"@justin_hart @RandPaul I had Kawasaki’s diesease at the age of 2... I spent three days in the hospital and you know the treatment is... drumroll ASPRIN!! It’s been correlated to coronavirus for YEARS, not specifically COVID-19.  These people are sick. @RandPaul",fauci,FAVOR,1260268333024280580
"When the top health experts give up their precious time to answer questions posed by Senators @ChrisMurphyCT attempts to school them with questions he supposes to already have the answers to and then calls their guidelines ""criminally negligent"".
#coronavirus",fauci,FAVOR,1260270585839566849
@fragmansixty9 Despicable @RandPaul happy to send everyone else out in harms way now that he perceives himself immune. Everything that is wrong with this country exemplified in one Senator. #COVID19,fauci,FAVOR,1260274342711250944
"Fauci is a FRAUD, a DemocRAT STOOGE, &amp; an egotistical MANIAC who suffers from little man's disease! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @CNN #TrumpTrain2020 #COVID19 #CoVFeFe  #DemocratsHateAmerica #FauciLiedPeopleDied",fauci,FAVOR,1260283458431201280
Why does @RandPaul think he has more medical knowledge than the world’s leading expert? Does he just have a personal vendetta against the medical community since his doctor neither kicked his :peach:.... :man_facepalming::thinking_face::face_with_monocle: #coronavirus #StayHome,fauci,FAVOR,1260287773195591683
"Dr. Rand Paul on Ebola in 2014: ""[The Obama administration] has downplayed how transmissible [Ebola] is. . . . If someone has Ebola at a cocktail party, they're contagious and you can catch it from them.""

#COVID19",fauci,FAVOR,1260300113785704448
@SenWarren Pneumonia has killed many more than the coronavirus. Where is your scientific basis for promoting this propaganda?,fauci,FAVOR,1260300193569755136
What does Jesse B Watters of Fox News think about on air? @JesseBWatters #cnn #breaking #seanhannity #jessewatters #JudgeJeanine #FoxAndFriends #thefive #msnbc #breakingnews #trump #coronavirus   #SupremeCourt #gregutfeld,fauci,FAVOR,1260300834790875138
"@Breaking911 This isn't about the #COVID19 virus. 

At. All.",fauci,FAVOR,1260307737583517700
"@WhiteHouse @PressSec Former GOP strategist Steve
Schmidt, who quit the GOP in 2018, says it is “fully the party of Trump,” warned that “no amount of gaslighting, delusion, fantasy happy talk” from the president would change the fact it will take years to recover from the pandemic. #COVID19",fauci,FAVOR,1260313149804285952
@everydayanjali @slpng_giants @IngrahamAngle Other issue with Fauci is that by the time a vaccine is out the virus will have already run its course. Just like every other flu and corona virus it will have a two year life span and burn itself out. By end of next summer it will be done.  An expert should know that,fauci,FAVOR,1260317884267425793
People call him Rand Paul but I call him Karen. #COVID19,fauci,FAVOR,1260324549058605056
"The  biggest supporters of #lockdown extensions are people on government payroll, celebrities with big bank accounts, and those who inherited big money. People who have to earn living, want to start living their normal lives. #QuarantineLife",fauci,FAVOR,1260325819588763649
"@bpolitics Why are we listening to the Keebler Elf tell us about Corona Virus, when he’s hidden all the research on other diseases designed to help us but don’t make Pharma money?  Go back to your tree and make us some cookies. You represent the lollipop guild.",fauci,FAVOR,1260338650841100288
"Americans seeking a more expansive approach to #ReOpenAmerica SHOULD DEFINITELY be allowed to try it. The facts will bear themselves out: It's either hype or global 
pandemic. Either way, after 2 months of that, we'll all be on the same page. Seeing is believing. #COVID19",fauci,FAVOR,1260339910130782208
@dbongino I agree. I had #COVID19. It was a minor cold paired with a loss of taste &amp; smell. In #Connecticut we’ve had a lot of cases. I know 12 people who’ve had it. All MINOR symptoms who’re fine. #FakePandemic,fauci,FAVOR,1260340128058347521
"Dr. @RandPaul is a “humbling” reminder to newly minted physicians like me that empathy is something one must work on developing everyday, lest one becomes like the good senator: content with children being collateral damage in opening the economy. #coronavirus #COVID19",fauci,FAVOR,1260340581252902912
"MAGA folks telling us Rand Paul is qualified to challenge Anthony Fauci about COVID-19 because he’s a medical doctor (actually a previously license eye doctor) is the equivalent of taking advice about your metastatic cancer from your dentist.

#Rand",fauci,FAVOR,1260348041342537728
"Can someone please point to a single thing Dr. Fauci has gotten right since this COVID-19 outbreak began, because for the life of me, I can't find a single example. NOT ONE! He's been wrong 100% of the time. Dr. Fauci is a fraud, and he knows it.",fauci,FAVOR,1260354053701165057
@janicki_sean @CliffBauman I find it impossible to believe that the most qualified person to turn to for unquestioned authority on #COVID19 just happens to be a career govt parasite.,fauci,FAVOR,1260359201605509120
Fuck @RandPaul  fuuuuuck him. #COVID19 #COVID19,fauci,FAVOR,1260362514271002630
"You must stay at home until you are 100% dependent on the government and have surrendered all of your freedoms 
#COVID19 #Hoax? #Plandemic?",fauci,FAVOR,1260364928407478272
Scientific studies have shown that more children have been infected with the seasonal flu vs #COVID19 . So why is Fauci saying it might be too dangerous for schools to reopen for the 2020-21 school year? What is really going on? :thinking_face: #QuestionEverything,fauci,FAVOR,1260365775455391745
"#DrFauci is as bad as flip-flopping #SleepyJoe

Then:
No need to wear masks
No serious concern to US

Now:
You should wear masks
Schools shouldn’t reopen in Fall

He’s NEVER been right on #COVID19 
#FlawedFauci",fauci,FAVOR,1260366262150090752
